Vendor Item Number,Vendor,Item,Purchase U of M,Vendor Item Name,Each Amt,Contract Price,Acceptable Variance %,Primary,Contract Expiration
"679108","","IT679108","Case","Chateau d'Esclans, Rose 2024 750ml",6,,,Y,
"","","IT680890","Bottle","Perrier Jouet, 'Belle Epoque' Blanc de Blanc Champagne 750ml",1,,,Y,
"680890","","IT680890","Case","Perrier Jouet, 'Belle Epoque' Blanc de Blanc Champagne 750ml",6,,,N,
"682006","","IT682006","Case","Caymus, Cabernet Sauvignon 2023 750ml",12,,,Y,
"688455","","IT688455","Case","Bennati, Pinot Grigio 2024 750ml",12,,,Y,
"70124","","IT70124","Case","Raspberry Puree 1kg",6,,,Y,
"71096","","IT71096","Each","Oyster Sauce Jar 1each",1,,,Y,
"71111","","IT71111","Case","Dates, Pitted 1lb",5,,,Y,
"71150","","IT71150","Case","Kiwi - Food 1each",6,,,Y,
"71167","","IT71167","Bottle","Mango Puree 30fl.oz",25.3605,,,Y,
"71167","","IT71167","Bottle","Mango Puree 30fl.oz",30,,,N,
"1167","","IT71167","Case","Mango Puree 30fl.oz",180,,,N,
"71285","","IT71285","Each","Cantaloupe - Food 1melon",1,,,Y,
"71319","","IT71319","Each","Hiyashi Wakame 1lb",16,,,Y,
"71403","","IT71403","Case","Grapefruit - Food 1each",27,,,Y,
"71403","","IT71403","Case","Grapefruit - Food 1each",3,,,N,
"71501","","IT71501","Case","Almond, Sliced 1lb",5,,,Y,
"71531","","IT71531","Each","Hazelnut, Blanched 5lb",80,,,Y,
"71570","","IT71570","Case","Pistachio Raw 1lb",5,,,Y,
"71580","","IT71580","Case","Pecans 1lb",5,,,Y,
"72298","","IT72298","Case","Cheddar Cheese, Shredded 1lb",80,,,Y,
"77118","","IT77118","Bottle","Garbanzo Bean, Canned 108oz",108,,,Y,
"77176","","IT77176","Case","Capers 32oz",6,,,Y,
"10991","","IT778","Case","Granulated Sugar - Bev 1lb",50,,,Y,
"778","","IT778","Case","Granulated Sugar - Bev 1lb",25,,,N,
"78096","","IT78096","Case","Pineapple - Food 1each",2,,,Y,
"8022518","","IT8022518","Case","Massolino, Barbera d'Alba 2022 750ml",12,,,Y,
"814","","IT814","Bottle","Thai Basil - Bev 1lb",16,,,Y,
"","","IT818TEQUREPO","Case","818 Tequila Reposado (6/Case)",6,,,Y,
"850","","IT850","Case","Rosemary 8oz",16,,,Y,
"89030","","IT89030","Each","CLOVER 18-8 FUKAGATA 1each",1,,,Y,
"","","IT9019441","Bottle","Jose Cuervo Familia Platino 750ml",1,,,Y,
"9021866","","IT9021866","Case","Pineapple Juice 6oz",288,,,Y,
"9032418","","IT9032418","Bottle","Lawrys Seasoning Salt 1each",1,,,Y,
"9116885","","IT9116885","Case","Jermann, 'Vintage Tunina', Bianco 2021 750ml",6,,,Y,
"91282","","IT91282","Bottle","Grenadine, Daily's 1L",33.814,,,Y,
"91417","","IT91417","Case","Lemon 1lb",5,,,Y,
"","","IT9148255","Bottle","Domaine Laroche, 'Saint Martin', Chablis 750ml",1,,,Y,
"9148255","","IT9148255","Case","Domaine Laroche, 'Saint Martin', Chablis 750ml",12,,,N,
"915","","IT915","Case","Pure Land 'Junmai' Sake 720ml",12,,,Y,
"","","IT9188246","Bottle","Avua Cachaca 750ml",1,,,Y,
"92377","","IT92377","Case","Yellow Squash, Straight 1lb",20,,,Y,
"92377","","IT92377","Case","Yellow Squash, Straight 1lb",5,,,N,
"9240533","","IT9240533","Case","Felsina, 'Cru Rancia', Chianti Classico 2009 750ml",6,,,Y,
"9247646","","IT9247646","Bottle","Blueberry Puree Syrup 16.9fl.oz",16.9,,,Y,
"9251422","","IT9251422","Case","Peach Puree Syrup 16.9fl.oz",6,,,Y,
"928789","","IT928789","Case","Perrier Jouet, 'Blason Rose', Champagne 750ml",6,,,Y,
"","","IT928790","Bottle","Perrier Jouet, 'Grand Brut' Brut Champagne 750ml",1,,,Y,
"928790","","IT928790","Case","Perrier Jouet, 'Grand Brut' Brut Champagne 750ml",6,,,N,
"","","IT928791","Bottle","Perrier Jouet, 'Blanc de Blanc', Champagne 750ml",1,,,Y,
"928791","","IT928791","Case","Perrier Jouet, 'Blanc de Blanc', Champagne 750ml",6,,,N,
"929494","","IT929494","Case","Luxardo Maraschino Cherries 1kg",3,,,Y,
"9763775","","IT9361991","Bottle","DRC, Romanee St. Vivant 2016 750ml",1,,,Y,
"9361991","","IT9361991","Bottle","DRC, Romanee St. Vivant 2016 750ml",1,,,N,
"","","IT9366009","Bottle","DRC, Richebourg 2016 750ml",1,,,Y,
"9366009","","IT9366009","Bottle","DRC, Richebourg 2016 750ml",1,,,N,
"9397778","","IT9397778","Case","Felsina, 'Fontalloro', Toscana IGT 2012 750ml",6,,,Y,
"9397782","","IT9397782","Case","Felsina, 'Cru Rancia', Chianti Classico 2011 750ml",6,,,Y,
"947831","","IT947831","Case","Filthy Pimento Olives 64oz",384,,,Y,
"951140","","IT951140","Case","Perrier Jouet, 'Belle Epoque', Rose Champagne 1.5L",3,,,Y,
"951641","","IT951641","Case","Moet, "Nectar Luminous WOW", Rose Champagne 750ml",6,,,Y,
"","","IT953261","Bottle","Heavensake, 'Konishi 12' Junmai 750ml",1,,,Y,
"953261","","IT953261","Case","Heavensake, 'Konishi 12' Junmai 750ml",6,,,N,
"9649557","","IT9649557","Case","Condado de Haza, 'Aldeas', Ribera del Duero 2018 750ml",6,,,N,
"9672057","","IT9672057","Case","Lyres Classic 250ml",24,,,Y,
"","","IT9672137","Bottle","Lyres White Rum 700ml",1,,,Y,
"9676905","","IT9676905","Case","Chateau de Beaucastel, Chateauneuf-du-Pape 2021 750ml",6,,,Y,
"9703943","","IT9703943","Case","Agave Nectar 1lb",44,,,Y,
"9703943","","IT9703943","Case","Agave Nectar 1lb",11,,,N,
"","","IT9719730","Bottle","Jermann, 'Vintage Tunina', Bianco 2022 750ml",1,,,Y,
"9719730","","IT9719730","Case","Jermann, 'Vintage Tunina', Bianco 2022 750ml",6,,,N,
"9724509","","IT9724509","Case","Jermann, Pinot Grigio 2023 750ml",12,,,Y,
"","","IT9731031","Bottle","Ciacci, Brunello di Montalcino 2019 750ml",1,,,Y,
"9731031","","IT9731031","Bottle","Ciacci, Brunello di Montalcino 2019 750ml",1,,,N,
"973205","","IT973205","Bottle","Sandeman Sherry Don Fino 500ml",1,,,Y,
"9732853","","IT9732853","Bottle","Faiveley, 'Clos Rochette', Mercurey Blanc 2022 1.5L",1,,,Y,
"9732853","","IT9732853","Case","Faiveley, 'Clos Rochette', Mercurey Blanc 2022 1.5L",3,,,N,
"9740313","","IT9740313","Case","Gaja, 'Sito Moresco', Langhe Rosso 2022 750ml",6,,,Y,
"","","IT9740745","Bottle","Daou, 'Reserve' Cabernet Sauvignons 2022 750ml",1,,,Y,
"9740745","","IT9740745","Case","Daou, 'Reserve' Cabernet Sauvignons 2022 750ml",6,,,N,
"9740746","","IT9740746","Case","DAOU, 'Soul of a Lion', Cabernet Sauvignon 2021 750ml",6,,,Y,
"9744521","","IT9744521","Case","Duckhorn, Merlot 2022 750ml",12,,,Y,
"9745186","","IT9745186","Case","Chene Bleu, 'Abelard' 2016 750ml",6,,,Y,
"","","IT9745857","Bottle","Penfolds, 'Bin 389', Cabernet Sauvignon/Shiraz 2020 750ml",1,,,Y,
"9745857","","IT9745857","Case","Penfolds, 'Bin 389', Cabernet Sauvignon/Shiraz 2020 750ml",6,,,N,
"9746901","","IT9746901","Case","DuMol, 'Estate', Chardonnay 2022 750ml",6,,,Y,
"9747947","","IT9747947","Bottle","Vincent Girardin, 'Cuvee St. Vincent', Bourgogne Blanc 2022 750ml",1,,,Y,
"9749932","","IT9749932","Case","Shafer, 'One Point Five', Cabernet Sauvignon 2022 750ml",12,,,Y,
"","","IT975691","Bottle","Jim Beam Bourbon 750ml",1,,,Y,
"9759329","","IT9759329","Case","Felsina, 'Cru Rancia', Chianti Classico 2020 750ml",6,,,Y,
"9759858","","IT9759858","Case","Jermann, Pinot Grigio 2024 750ml",12,,,Y,
"","","IT9763749","Bottle","Chinola Passion Fruit Liqueur 750ml",1,,,Y,
"9763772","","IT9763772","Bottle","DRC, Grands Echezeaux 2022 750ml",1,,,Y,
"9763773","","IT9763773","Bottle","DRC, Richebourg 2022 750ml",1,,,Y,
"9763774","","IT9763774","Bottle","DRC, La Tache 2022 750ml",1,,,Y,
"9763774","","IT9763774","Bottle","DRC, La Tache 2022 750ml",1,,,N,
"9763775","","IT9763775","Bottle","DRC, Romanee St. Vivant 2022 750ml",1,,,Y,
"9763784","","IT9763784","Bottle","DRC, Echezeaux 2022 750ml",1,,,Y,
"9767867","","IT9767867","Case","Billaud Simon, Chablis 2023 750ml",6,,,Y,
"9769877","","IT9769877","Case","Felsina, 'Cru Rancia', Chianti Classico 2017 1.5L",3,,,Y,
"9771745","","IT9771745","Case","Tenuta dell'Ornellaia, 'Le Volte' 2023 750ml",12,,,Y,
"9772916","","IT9772916","Case","Ridge, 'Lytton Springs', Zinfandel 2023 750ml",12,,,Y,
"981522","","IT981522","Case","Liquid Alchemist Strawberry Syrup 750ml",152.163,,,Y,
"981526","","IT981526","Case","Liquid Alchemist Orgeat 750ml",152.163,,,Y,
"985862","","IT985862","Case","Owens Mixer Ginger Beer 240ml",194.7686,,,Y,
"9912","","IT9912","Case","Fever Tree Gingerbeer 200ml",162.3072,,,Y,
"99124","","IT99124","Case","Broccoli 1lb",5,,,Y,
"99204","","IT99204","Each","Thai Chilies 1lb",16,,,Y,
"40221","","IT99224","Bottle","Cucumber, Hot House 1lb",33.814,,,Y,
"40221","","IT99224","Case","Cucumber, Hot House 1lb",80,,,N,
"99224","","IT99224","Case","Cucumber, Hot House 1lb",32,,,N,
"993101","","IT993101","Case","Sweet & Sour Mix 1L",405.768,,,Y,
"99451","","IT99451","Case","Cippolini Onion 1lb",2,,,Y,
"99518","","IT99518","Each","Pea Shoots 1lb",16,,,Y,
"ITSCV2208M","","ITSCV2208M","Bottle","Scavino, 'Carobric', Barolo 2008 1.5L",1,,,Y,
"ITSCV2216","","ITSCV2216","Bottle","Scavino, 'Carobric', Barolo 2016 750ml",1,,,Y,
"ITSCV2216","","ITSCV2216","Bottle","Scavino, 'Carobric', Barolo 2016 750ml",1,,,N,
"ITSCV2416","","ITSCV2416","Bottle","Scavino, 'Bric del Fiasc', Barolo 2016 750ml",1,,,Y,
"ITSCV2416","","ITSCV2416","Bottle","Scavino, 'Bric del Fiasc', Barolo 2016 750ml",1,,,N,
"ITSCV4019","","ITSCV4019","Bottle","Scavino, 'Rocche del Annunziata', Barolo 2019 750ml",1,,,Y,
"JGR6701122","","JGR6701122","Case","Michel Gros, Chambolle Musigny 2022 750ml",6,,,Y,
"JP-NIZ-41-23","","JP-NIZ-41-23","Case","Zankyo, 'Super 7', Junmai Daiginjo Sake 750ml",3,,,Y,
"","","LIDFLAT16OZ","Bottle","Flat Lid 16oz",16,,,Y,
"","","LOBOSTEQANEJO","Bottle","Lobos 1707 Tequila Anejo",1,,,Y,
"","","LQGENAVERNA","Bottle","Averna 750ml",1,,,Y,
"","","LQGENAVERNA","Bottle","Averna 750ml",1,,,N,
"","","LQGENBARTON","Bottle","Barton Reserve Cooking Whiskey 1L",1,,,Y,
"","","LQGENCAMPAR","Case","Campari 750ml",6,,,Y,
"","","LQGENCARAVE","Bottle","Caravella Limoncello 750ml",1,,,Y,
"","","LQGENCHARGE","Bottle","Charge: CA Bottle Deposit",1,,,Y,
"","","LQGENCREDIT","Bottle","Credit: Food Credit",1,,,Y,
"","","LQGENCYNAR0","Bottle","Cynar 1L",1,,,Y,
"","","LQGENKNOBCR","Bottle","Knob Creek 1L",1,,,Y,
"","","LQGENKNOBCR","Bottle","Knob Creek 1L",1,,,N,
"","","LQGENLICOR7","Bottle","Licor 43 750ml",1,,,Y,
"","","LQGENLICOR7","Bottle","Licor 43 750ml",1,,,N,
"","","LQGENMOUNTG","Bottle","Mount Gay Ecliplse 1L",1,,,Y,
"","","LQGENQUINTE","Bottle","Quintessentia Nonino 750ml",1,,,Y,
"LTT3101023","","LTT3101023","Bottle","Littorai, 'Hirsch Vineyard', Pinot Noir 2023 750ml",1,,,Y,
"LTT3101023","","LTT3101023","Bottle","Littorai, 'Hirsch Vineyard', Pinot Noir 2023 750ml",1,,,N,
"LTT3201498","","LTT3201498","Bottle","Littorai, 'Savoy Vineyard', Pinot Noir 1998 1.5ml",1,,,Y,
"LTT3401024","","LTT3401024","Case","Littorai, 'Sonoma Coast', Pinot Noir 2024 750ml",12,,,Y,
"LTT3901023","","LTT3901023","Bottle","Littorai, 'The Haven', Pinot Noir 2023 750ml",1,,,Y,
"LTT4301023","","LTT4301023","Bottle","Littorai, 'Wendling Vineyard', Pinot Noir 2023 750ml",1,,,Y,
"LTT4301023","","LTT4301023","Bottle","Littorai, 'Wendling Vineyard', Pinot Noir 2023 750ml",1,,,N,
"MC, Black Box, 4ct (3oz)","","MC, Black Box, 4ct (3oz)","Case","Black Bean Burgers 1each",4,,,Y,
"","","NAGENAPPLEJ","Bottle","Apple Juice 3L",101.442,,,Y,
"","","NAGENAQUAPA","Case","Aqua Panna Still Water 300ml 330ml",267.8069,,,Y,
"","","NAGENCOKEZE","Case","Coke Zero 8fl.oz",192,,,Y,
"","","NAGENGINGER","Bottle","Ginger Juice 0.5gal",64,,,Y,
"","","NAGENGINGER01","Bottle","Ginger Juice Cold Pressed 3L",101.442,,,Y,
"","","NAGENGRAPEF","Bottle","Grapefruit Juice 0.5gal",64,,,Y,
"","","NAGENGREENA","Bottle","Green Apple Juice 0.5gal",64,,,Y,
"","","NAGENPINEAP","Bottle","Pineapple Juice 0.5gal",64,,,Y,
"","","NAGENQUICKI","Bottle","Quickie Juice 3L",101.442,,,Y,
"","","NWC2411","Each","Mozzarella Low Moisture 1lb",16,,,Y,
"OCC3801022","","OCC3801022","Each","Occidental, 'Cuvee Elizabeth', Pinot Noirs 2022 750ml",1,,,Y,
"P504-6","","P504-6","Case","Chocolate Croissant 1each",6,,,Y,
"P504-6","","P5046","Case","Chocolate Croissant 1each",6,,,Y,
"P505-4","","P5046","Case","Chocolate Croissant 1each",4,,,N,
"P506-6","","P506-6","Case","Croissant, Mini 1each",6,,,Y,
"P506-6","","P5066","Case","Croissant, Mini 1each",6,,,Y,
"P507-4","","P5074","Case","Butter Croissant 1each",6,,,Y,
"P602-4","","P602-4","Case","Cheese Danish 1each",4,,,Y,
"P602-4","","P6024","Case","Cheese Danish 1each",4,,,Y,
"P807-6","","P807-6","Case","Chocolate Chip Muffin 1each",6,,,Y,
"P807-4","","P8074","Case","Chocolate Chip Muffin 1each",4,,,Y,
"P807-6","","P8074","Case","Chocolate Chip Muffin 1each",6,,,N,
"P808-4","","P808-4","Case","Blueberry Muffin 1each",4,,,Y,
"P808-4","","P8084","Case","Blueberry Muffin 1each",4,,,Y,
"P827-4","","P8274","Case","banana nut muffin (each) 1each",4,,,Y,
"PA2075","","PA2075","Bottle","Pauillac de Chateau Latour 2020 750ml",1,,,Y,
"","","PIZZADOUGH14OZ","Bottle","Pizza Dough 14oz",14,,,Y,
"PMW4101023","","PMW4101023","Each","Peter Michael, 'Le Caprice', Pinot Noir 2023 750ml",1,,,Y,
"MC, Black Box, 4ct (3oz)","","PRGENBLACKB","Case","Black Bean Burgers 1each",40,,,Y,
"","","PRGENBLACKF","Bottle","Black Fall Truffle 1oz",1,,,Y,
"RDB30NM21","","RDB3301121","Bottle","Roche de Bellene, 'Vieilles Vignes', Gevrey Chambertin 2021 750ml",1,,,Y,
"RDB3301121","","RDB3301121","Bottle","Roche de Bellene, 'Vieilles Vignes', Gevrey Chambertin 2021 750ml",1,,,N,
"RDB3301121","","RDB3301121","Case","Roche de Bellene, 'Vieilles Vignes', Gevrey Chambertin 2021 750ml",6,,,N,
"RICR23PNCH","","RICR23PNCH","Case","Ceritas, 'Cuvee Chloe', Pinot Noir 2023 750ml",6,,,Y,
"SB2375","","SB2375","Each","Eisele Vineyard, Sauvignon Blanc 2023 750ml",1,,,Y,
"","","SFGENKALUGA","Case","Kaluga Grand Cru Caviar 1g",30,,,Y,
"","","SFGENKALUGA01","Each","Kaluga Grand Cru Caviar 1kg",1,,,Y,
"","","SFGENOSSETR","Case","Ossetra Classic Caviar 1g",1000,,,Y,
"","","SFGENOSSETR","Case","Ossetra Classic Caviar 1g",250,,,N,
"","","SFGENOSSETR","Case","Ossetra Classic Caviar 1g",30,,,N,
"","","SFGENOSSETR","Case","Ossetra Classic Caviar 1g",500,,,N,
"","","SFGENOSSETR01","Each","Ossetra Classic Caviar 1kg",1,,,Y,
"0016037-01","","SFGENPADDLE","Each","Paddlefish Caviar 250g",1,,,Y,
"SI21CSWEST","","SI21CSWEST","Case","Scribe Winery, Cabernet Sauvignon 2021 750ml",12,,,Y,
"SI23RIE","","SI23RIE","Case","Scribe Winery, Riesling 2023 750ml",12,,,Y,
"SPC120","","SPC120","Bottle","Cinnamon Stick - Bev 8oz",8,,,Y,
"","","STRAWPAPER8IN","Bottle","Paper Straw 8in",750,,,Y,
"","","SUD03","Each","Sudachi Citrus Juice 1each",1,,,Y,
"","","TOMATOSAUCEQT","Bottle","Tomato Sauce (qt)",750,,,Y,
"TRL6801022","","TRL6801022","Each","Turley, 'Evanghelo Vineyard', Zinfandel 2022 750ml",1,,,Y,
"TY1201122","","TY1201122","Case","Tyler, 'Sanford & Benedict', Chardonnays 2022 750ml",6,,,Y,
"TYL1051121","","TYL1051121","Case","Tyler, 'Mae Estate', Chardonnay 2021 750ml",6,,,Y,
"TYL1201121","","TYL1201121","Case","Tyler, 'Sanford & Benedict', Chardonnay 2021 750ml",6,,,Y,
"627546","","TYL3001022","Bottle","Tyler, 'Sta. Rita Hills', Pinot Noir 2022 750ml",1,,,Y,
"TYL3001022","","TYL3001022","Case","Tyler, 'Sta. Rita Hills', Pinot Noir 2022 750ml",12,,,N,
"TYL3001023","","TYL3001023","Bottle","Tyler, 'Sta. Rita Hills', Pinot Noir 2023 750ml",1,,,Y,
"TYL3001023","","TYL3001023","Case","Tyler, 'Sta. Rita Hills', Pinot Noir 2023 750ml",12,,,N,
"USHIR2023","","USHIR2023","Case","Hirsch Vineyards, 'The Bohan Dillon', Pinot Noir 2023 750ml",12,,,Y,
"USKIS1023","","USKIS1023","Case","Kistler, 'Les Noisetiers', Chardonnay 750ml",12,,,Y,
"USKIS3022","","USKIS3022","Case","Kistler, 'Vine Hill', Chardonnay 2022 750ml",12,,,Y,
"","","USXGE42NV","Bottle","St George Basil Eau de Vie 750ml",1,,,Y,
"VGS3001120","","VGS3001120","Case","Vega Sicilia, 'Alion', Ribera del Duero 2020 750ml",6,,,Y,
"VGS3501113","","VGS3501113","Bottle","Vega Sicilia, 'Unico' 2012 750ml",1,,,Y,
"VGS3501113","","VGS3501113","Bottle","Vega Sicilia, 'Unico' 2012 750ml",1,,,N,
"VTT2201021","","VTT2201021","Case","Vietti, "Cascinetta", Moscato D'asti 750ml",12,,,Y,
"VTT4401122","","VTT4401122","Case","Vietti, 'Scarrone', Barbera d'Alba 2022 750ml",6,,,Y,
"","","WA31610","Bottle","Chateau d'Armailhac 2010 750ml",1,,,Y,
"WA316-10","","WA31610","Bottle","Chateau d'Armailhac 2010 750ml",1,,,N,
"WA346-01","","WA34601","Bottle","Chateau Angelus 2001 750ml",1,,,Y,
"","","WA47224","Bottle","Domaine d'Avnile, Sauvignon Blanc 2024 750ml",1,,,Y,
"WA472-24","","WA47224","Bottle","Domaine d'Avnile, Sauvignon Blanc 2024 750ml",1,,,N,
"","","WA48216","Bottle","Echo de Lynch Bages 2016 750ml",1,,,Y,
"WA482-16","","WA48216","Bottle","Echo de Lynch Bages 2016 750ml",1,,,N,
"","","WA83118","Bottle","Alfredo Arribas, 'Somni', Priorat 2018 750ml",1,,,Y,
"WA831-18","","WA83118","Bottle","Alfredo Arribas, 'Somni', Priorat 2018 750ml",1,,,N,
"WA842-23","","WA84223","Bottle","Attis, 'Lias Finas', Albarino 2023 750ml",1,,,Y,
"","","WA98322","Bottle","Gauffroy, 'Les Referts', Puligny Montrachet 2022 750ml",1,,,Y,
"WA983-22","","WA98322","Bottle","Gauffroy, 'Les Referts', Puligny Montrachet 2022 750ml",1,,,N,
"WA995-23 MG","","WA99523MG","Bottle","Henri Magnien, 'Les Champeaux', Gevrey Chambertin 1.5L",1,,,Y,
"","","WNBEAFIRMIN","Case","Firmin Dezat, Sancerre 2023 750ml",12,,,Y,
"","","WNGENCASTEL","Case","Castello di Fonterutoli, 'Gran Selezione', Chianti Classico 2020 750ml",12,,,Y,
"","","WNGENCHATEA","Bottle","Chateau Beausejour Becot 2016 750ml",1,,,Y,
"","","WNGENCHATEA","Bottle","Chateau Beausejour Becot 2016 750ml",1,,,N,
"","","WNGENCHATEA01","Case","Chateau Cantemerle 2016 750ml",6,,,Y,
"1108288-B12","","WNGENCHATEA02","Bottle","Chateau Giscours 2014 750ml",1,,,Y,
"1108288-B12","","WNGENCHATEA02","Bottle","Chateau Giscours 2014 750ml",1,,,N,
"","","WNGENCHATEA03","Bottle","Chateau Pontet Canet 2015 750ml",1,,,Y,
"","","WNGENCHATEA04","Bottle","Chateau Smith Haut Lafitte Rouge 2014 750ml",1,,,Y,
"","","WNGENCHATEA04","Bottle","Chateau Smith Haut Lafitte Rouge 2014 750ml",1,,,N,
"","","WNGENCREDIT","Bottle","Credit: Credit Amount",1,,,Y,
"","","WNGENCROIXC","Case","Croix et Courbet, 'Savadonnay', Cotes de Jura 2020 750ml",12,,,Y,
"","","WNGENDALLAV","Bottle","Dalla Valle, 'Maya' 2014 750ml",1,,,Y,
"","","WNGENDALLAV","Case","Dalla Valle, 'Maya' 2014 750ml",3,,,N,
"","","WNGENDALLAV01","Case","Dalla Valle, 'Maya' 2021 750ml",3,,,Y,
"","","WNGENDEHESA","Bottle","Dehesa de los Canonigos, Rioja Crianza 2021 750ml",1,,,Y,
"","","WNGENDEHESA","Bottle","Dehesa de los Canonigos, Rioja Crianza 2021 750ml",1,,,N,
"","","WNGENDELIVE","Bottle","delivery fee 1each",1,,,Y,
"Sales","","WNGENGATOSA","Case","El Gato, Sauvignon Blanc 2023 750ml",12,,,Y,
"","","WNGENGRAVET","Bottle","Gravette de Certan 2019 750ml",1,,,Y,
"","","WNGENLOUISR","Bottle","Louis Roederer, 'Cristal', Brut Champagne 2016 750ml",1,,,Y,
"","","WNGENLOUISR","Case","Louis Roederer, 'Cristal', Brut Champagne 2016 750ml",6,,,N,
"","","WNGENMASAMI","Bottle","Mas Amiel, '30 Ans d'Age', Vin Doux Naturel 750ml",1,,,Y,
"","","WNGENMASAMI","Bottle","Mas Amiel, '30 Ans d'Age', Vin Doux Naturel 750ml",1,,,N,
"","","WNGENMASCOT","Bottle","The Mascot, Cabernet Sauvignon 2020 750ml",1,,,Y,
"","","WNGENMASCOT","Case","The Mascot, Cabernet Sauvignon 2020 750ml",6,,,N,
"","","WNGENMEZZAC","Bottle","Mezzacorona Pinot Grigio 1.5L",1,,,Y,
"","","WNGENMINUTY","Bottle","Minuty, 'Et Or', Rose 2024 750ml",1,,,Y,
"","","WNGENMINUTY","Case","Minuty, 'Et Or', Rose 2024 750ml",6,,,N,
"","","WNGENMINUTY01","Bottle","Minuty, 'Prestige Blanc', Cotes de Provence 2023 750ml",1,,,Y,
"","","WNGENMOETBR","Case","Moet - Brut "Splits" 187ml",24,,,Y,
"638060","","WNGENMOETNE","Case","Moet, 'Nectar' Rose Champagne 750ml",6,,,N,
"1040600-B06","","WNGENPAGODE","Bottle","Pagodes de Cos, St. Estephe 2009 750ml",1,,,Y,
"1146758-B06","","WNGENPETITV","Bottle","Le Petit Vauthier, Saint Emilion 2015 750ml",1,,,Y,
"1146758-B06","","WNGENPETITV","Bottle","Le Petit Vauthier, Saint Emilion 2015 750ml",1,,,N,
"1146758-B06","","WNGENPETITV","Case","Le Petit Vauthier, Saint Emilion 2015 750ml",6,,,N,
"","","WNGENRAVENE","Bottle","Raveneau, Petit Chablis 1.5L",1,,,Y,
"","","WNGENSCRIBE","Case","Scribe, Pinot Noir 2023 750ml",12,,,Y,
"","","WNGENSCRIBE01","Case","Scribe, 'Skin Fermented', Chardonnay 2023 500ml",12,,,Y,
"","","WNGENSCRIBE02","Bottle","Scribe, Sylvaner 2024 750ml",1,,,Y,
"","","WNGENSCRIBE02","Case","Scribe, Sylvaner 2024 750ml",12,,,N,
"","","WNGENSEABOL","Case","Seabold Cellars, 'Olson', Chardonnay 2020 750ml",12,,,Y,
"","","WNGENSEABOL01","Case","Seabold Cellars, 'Rodnick Farm', Mourvedre 2020 750ml",12,,,Y,
"","","WNGENTALENT","Bottle","Talenti, Brunello di Montalcino 2015 750ml",1,,,Y,
"TYL1051121","","WNGENTYLERM","Bottle","Tyler, 'Mae Estate', Chardonnay 2022 750ml",1,,,Y,
"","","WNGENTYLERS","Bottle","Tyler, 'Santa Barbara County', Chardonnay 2022 750ml",1,,,Y,
"624557","","WNGENTYLERS","Case","Tyler, 'Santa Barbara County', Chardonnay 2022 750ml",12,,,N,
"624557","","WNGENTYLERS","Bottle","Tyler, 'Santa Barbara County', Chardonnay 2022 750ml",1,,,N,
"","","WNGENVILLAC","Bottle","Villa Cipressi, Rosso di Montalcino 2022 750ml",1,,,Y,
"","","WNGENVINASM","Bottle","Vinas Murillo, 'Chapirete en Barrica', Verdejo 2021 750ml",1,,,Y,
"","","WNGENVINASM","Bottle","Vinas Murillo, 'Chapirete en Barrica', Verdejo 2021 750ml",1,,,N,
"","","WNGENVINOSF","Case","Vinos Finos de California, Nebbiolo 2023 750ml",12,,,Y,
"Sabroso !!","","WNGENVINOSF01","Bottle","Vinos Finos de California, 'Sabroso' 750ml",1,,,Y,
"Sabroso !!","","WNGENVINOSF01","Case","Vinos Finos de California, 'Sabroso' 750ml",12,,,N,
"","","WNGENVOCALS","Bottle","Vocal, 'San Benito' Cabernet Sauvignon 2022 750ml",1,,,Y,
"","","WNGENVOCALS","Case","Vocal, 'San Benito' Cabernet Sauvignon 2022 750ml",12,,,N,
"","","WNGENVOCALV","Case","Vocal Vineyards, Lilo Vineyard, Pinot Noir 2016 1.5L",6,,,Y,
"","","WNGENVOCALV","Bottle","Vocal Vineyards, Lilo Vineyard, Pinot Noir 2016 1.5L",1,,,N,
"","","WNGENVOCALV01","Bottle","Vocal Vineyards, 'Lobo Marino', Pinot Noir 2016 750ml",1,,,Y,
"","","WNGENVOCALV01","Case","Vocal Vineyards, 'Lobo Marino', Pinot Noir 2016 750ml",12,,,N,
"","","ZABSHONEY1G","Bottle","Zab's Hot Honey 1gal",1,,,Y,